is_universal,shared_points,held_out_n,thr_correct,perm_correct,strat_correct,bin
True,3,30,True,True,True,3-4
False,3,36,True,True,True,3-4
False,4,29,True,True,True,3-4
False,3,37,True,True,True,3-4
True,4,37,True,True,True,3-4
True,4,48,True,True,True,3-4
False,3,45,True,True,True,3-4
True,4,29,True,True,True,3-4
False,3,33,True,True,True,3-4
False,3,23,True,True,True,3-4
True,3,26,True,False,True,3-4
False,3,39,True,True,True,3-4
False,3,24,False,True,True,3-4
True,3,21,True,True,True,3-4
False,4,32,True,True,True,3-4
False,3,45,True,True,True,3-4
False,4,23,True,True,True,3-4
False,4,23,True,True,True,3-4
False,4,37,True,True,True,3-4
True,4,31,True,True,True,3-4
False,4,23,True,True,True,3-4
True,4,44,True,True,False,3-4
False,3,34,True,True,True,3-4
False,4,25,False,True,True,3-4
False,4,22,True,True,True,3-4
False,4,26,False,True,True,3-4
False,4,24,False,True,True,3-4
False,3,49,False,True,True,3-4
True,4,23,True,True,True,3-4
False,4,30,True,True,True,3-4
False,4,24,True,True,True,3-4
False,4,23,True,True,True,3-4
True,3,45,True,True,True,3-4
False,4,24,True,True,True,3-4
False,4,26,True,True,True,3-4
True,3,21,True,True,True,3-4
True,4,20,True,True,True,3-4
False,3,35,True,True,True,3-4
False,4,32,False,True,True,3-4
True,3,28,True,False,True,3-4
False,3,24,False,True,True,3-4
True,4,29,True,True,True,3-4
False,3,28,True,True,True,3-4
True,4,32,True,False,True,3-4
False,3,25,True,True,True,3-4
True,4,29,True,False,True,3-4
True,4,31,True,True,True,3-4
True,4,41,True,True,True,3-4
False,3,27,True,True,True,3-4
True,4,27,True,True,True,3-4
False,4,24,True,True,True,3-4
False,3,23,True,True,True,3-4
False,3,26,True,True,True,3-4
False,4,42,True,True,True,3-4
False,4,39,True,True,True,3-4
False,3,26,True,True,True,3-4
False,4,31,True,True,True,3-4
True,4,23,True,False,True,3-4
True,4,28,True,True,True,3-4
False,3,31,False,True,True,3-4
True,4,23,True,True,True,3-4
False,3,22,True,True,True,3-4
False,3,44,False,True,True,3-4
False,3,44,True,True,True,3-4
False,3,21,True,True,True,3-4
True,4,23,True,True,True,3-4
False,4,26,True,True,True,3-4
True,4,45,True,True,True,3-4
False,4,40,True,True,True,3-4
True,3,45,True,True,True,3-4
False,3,25,True,True,True,3-4
True,3,36,True,True,True,3-4
False,3,40,True,True,True,3-4
False,3,25,True,True,True,3-4
True,3,22,True,True,True,3-4
True,3,44,True,True,True,3-4
False,3,22,False,True,True,3-4
False,3,24,True,True,True,3-4
True,3,27,True,True,True,3-4
True,4,26,True,True,True,3-4
False,3,38,True,True,True,3-4
True,4,33,True,True,True,3-4
True,4,43,True,True,True,3-4
True,3,29,True,True,True,3-4
True,4,25,True,True,True,3-4
False,3,24,True,True,True,3-4
False,3,25,False,True,True,3-4
True,4,45,True,True,True,3-4
True,4,34,True,True,True,3-4
False,3,41,True,True,True,3-4
False,4,20,True,True,True,3-4
True,3,43,True,True,True,3-4
False,4,34,False,True,True,3-4
True,3,47,True,False,True,3-4
True,4,34,True,True,True,3-4
False,4,44,True,True,True,3-4
False,4,37,False,True,True,3-4
True,3,38,True,True,True,3-4
False,4,47,True,True,True,3-4
False,3,30,False,True,True,3-4
True,3,37,True,True,True,3-4
False,3,43,True,True,True,3-4
False,4,39,True,True,True,3-4
True,4,43,True,True,True,3-4
True,3,25,True,False,False,3-4
True,3,28,True,True,True,3-4
False,3,40,True,True,True,3-4
False,4,43,True,True,True,3-4
False,4,24,True,True,True,3-4
True,3,23,True,True,True,3-4
True,4,33,True,False,True,3-4
True,3,40,True,True,True,3-4
True,3,23,True,True,True,3-4
False,4,35,False,True,True,3-4
False,4,29,True,True,True,3-4
False,4,25,True,True,True,3-4
True,4,31,True,True,True,3-4
True,4,38,True,True,True,3-4
False,4,28,False,True,True,3-4
True,4,23,True,True,True,3-4
True,3,38,True,True,False,3-4
False,4,29,True,True,True,3-4
True,4,20,True,True,True,3-4
False,4,31,True,True,True,3-4
True,4,37,True,True,True,3-4
True,3,29,True,False,True,3-4
True,3,49,True,True,True,3-4
True,4,25,True,False,True,3-4
False,3,35,False,True,True,3-4
True,3,26,True,True,True,3-4
False,4,26,True,True,True,3-4
True,3,20,True,True,True,3-4
True,4,45,True,True,True,3-4
True,3,24,True,True,True,3-4
True,4,37,True,True,True,3-4
True,3,39,True,True,True,3-4
True,4,40,True,True,True,3-4
True,4,25,True,True,True,3-4
True,3,25,True,True,True,3-4
True,4,38,True,True,True,3-4
True,3,20,True,True,True,3-4
True,4,34,True,True,True,3-4
True,4,32,True,True,True,3-4
True,3,34,True,True,True,3-4
True,3,26,True,True,True,3-4
False,7,29,True,True,True,5-9
True,5,38,True,True,True,5-9
False,5,44,True,True,True,5-9
False,5,37,False,True,True,5-9
False,7,31,False,True,True,5-9
False,8,21,True,True,True,5-9
True,7,38,True,False,False,5-9
False,7,33,True,True,True,5-9
False,9,27,True,True,True,5-9
True,7,33,True,False,True,5-9
True,9,22,True,True,True,5-9
False,6,25,True,True,True,5-9
True,5,23,True,True,True,5-9
False,5,49,True,True,True,5-9
True,8,47,True,False,False,5-9
True,9,32,True,True,True,5-9
False,9,31,False,True,True,5-9
False,9,25,True,True,True,5-9
True,5,28,True,True,True,5-9
False,8,34,False,True,True,5-9
False,7,27,True,True,True,5-9
False,7,28,True,True,True,5-9
False,6,42,True,True,True,5-9
True,8,23,True,True,True,5-9
True,5,29,True,True,True,5-9
True,9,37,True,True,True,5-9
True,7,28,True,True,True,5-9
True,5,48,True,True,True,5-9
True,7,27,True,True,True,5-9
False,9,21,True,True,True,5-9
True,7,31,True,True,True,5-9
True,7,40,True,False,False,5-9
False,5,39,True,True,True,5-9
False,6,29,False,True,True,5-9
False,7,47,True,True,True,5-9
False,5,21,True,True,True,5-9
True,5,40,True,True,True,5-9
False,5,25,True,True,True,5-9
True,6,43,True,True,True,5-9
False,9,20,False,True,True,5-9
True,9,26,True,False,False,5-9
False,9,31,True,True,True,5-9
True,9,33,True,True,True,5-9
False,7,34,False,True,True,5-9
False,9,27,True,True,True,5-9
False,8,43,True,True,True,5-9
False,8,42,True,True,True,5-9
True,9,22,True,False,False,5-9
True,7,38,True,True,True,5-9
True,8,29,True,True,True,5-9
False,5,39,False,True,True,5-9
True,9,37,True,False,True,5-9
False,6,23,True,True,True,5-9
False,5,41,True,True,True,5-9
False,5,33,True,True,True,5-9
True,9,43,True,True,True,5-9
False,8,42,True,True,True,5-9
True,5,42,True,True,True,5-9
True,9,49,True,True,True,5-9
True,7,26,True,True,True,5-9
True,9,21,True,False,True,5-9
True,8,35,True,True,True,5-9
False,9,32,True,True,True,5-9
True,7,34,True,False,False,5-9
False,7,34,False,True,True,5-9
True,6,30,True,True,True,5-9
True,7,27,True,True,True,5-9
False,8,36,True,True,True,5-9
False,7,38,True,True,True,5-9
True,9,38,True,True,True,5-9
True,9,26,True,True,True,5-9
False,5,22,False,True,True,5-9
False,5,37,True,True,True,5-9
False,8,24,True,True,True,5-9
False,9,26,True,True,True,5-9
False,8,20,True,True,True,5-9
True,6,29,True,True,True,5-9
True,9,33,True,True,True,5-9
False,9,28,True,True,True,5-9
False,6,20,True,True,True,5-9
True,7,36,True,True,True,5-9
True,6,26,True,False,True,5-9
True,7,21,True,True,True,5-9
True,6,30,True,True,True,5-9
True,6,35,True,True,True,5-9
False,7,23,True,True,True,5-9
False,5,26,True,True,True,5-9
False,6,27,True,True,True,5-9
False,6,20,True,True,True,5-9
True,9,32,True,True,True,5-9
False,6,39,True,True,True,5-9
True,7,28,True,True,True,5-9
True,5,35,True,True,True,5-9
True,5,47,True,True,True,5-9
False,5,30,True,True,True,5-9
False,8,22,True,True,True,5-9
False,9,27,True,True,True,5-9
False,8,38,True,True,True,5-9
True,6,29,True,True,True,5-9
True,9,27,True,False,True,5-9
False,5,24,True,True,True,5-9
True,9,26,True,True,True,5-9
False,5,26,False,True,True,5-9
False,9,28,True,True,True,5-9
True,7,33,True,True,True,5-9
True,6,33,True,True,True,5-9
False,9,36,True,True,True,5-9
False,5,25,True,True,True,5-9
True,6,32,True,True,True,5-9
True,8,20,True,True,True,5-9
False,9,22,True,True,True,5-9
False,9,45,True,True,True,5-9
True,8,23,True,True,True,5-9
True,7,39,True,True,True,5-9
False,6,46,True,True,True,5-9
True,8,23,True,True,True,5-9
True,7,46,True,True,True,5-9
True,9,42,True,False,True,5-9
True,8,20,True,True,True,5-9
True,7,27,True,True,True,5-9
False,8,28,True,True,True,5-9
True,7,34,True,True,True,5-9
True,7,20,True,True,True,5-9
False,6,22,True,True,True,5-9
False,6,47,True,True,True,5-9
True,9,43,True,False,False,5-9
False,7,37,True,True,True,5-9
True,7,36,True,False,True,5-9
False,6,25,True,True,True,5-9
False,5,30,True,True,True,5-9
False,8,48,True,True,True,5-9
True,8,31,True,True,True,5-9
True,6,40,True,True,True,5-9
True,5,22,True,False,True,5-9
True,6,28,True,True,True,5-9
False,5,46,False,True,True,5-9
True,5,27,True,True,True,5-9
True,6,20,True,True,True,5-9
False,7,28,True,True,True,5-9
False,8,42,True,True,True,5-9
False,6,38,True,True,True,5-9
True,5,45,True,True,True,5-9
False,9,29,True,True,True,5-9
False,9,28,True,True,True,5-9
False,6,37,True,True,True,5-9
True,8,21,True,True,True,5-9
True,8,25,True,True,True,5-9
True,9,30,True,True,True,5-9
False,8,37,True,True,True,5-9
True,9,46,True,True,True,5-9
True,6,22,True,False,False,5-9
True,6,33,True,True,True,5-9
True,6,25,True,False,True,5-9
False,6,29,True,True,True,5-9
False,7,21,False,True,True,5-9
True,8,27,True,True,True,5-9
False,9,35,True,True,True,5-9
True,5,49,True,True,True,5-9
True,9,23,True,True,True,5-9
False,5,30,True,True,True,5-9
True,7,27,True,True,True,5-9
False,7,20,True,True,True,5-9
False,8,45,True,True,True,5-9
False,8,40,False,True,True,5-9
False,6,23,True,True,True,5-9
False,7,46,True,True,True,5-9
True,9,40,True,True,True,5-9
False,7,22,True,True,True,5-9
False,6,25,True,True,True,5-9
True,9,21,True,True,True,5-9
True,9,29,True,True,True,5-9
False,9,27,True,True,True,5-9
True,8,23,True,False,False,5-9
False,7,24,True,True,True,5-9
True,9,44,True,True,True,5-9
True,5,42,True,False,False,5-9
True,5,20,True,True,True,5-9
True,9,33,True,True,True,5-9
False,9,24,True,True,True,5-9
True,6,25,True,True,True,5-9
False,7,25,True,True,True,5-9
True,7,23,True,True,True,5-9
True,6,39,True,True,True,5-9
True,9,37,True,True,True,5-9
False,7,21,True,True,True,5-9
False,6,25,True,True,True,5-9
False,5,28,True,True,True,5-9
True,7,21,True,True,True,5-9
True,6,21,True,True,True,5-9
False,5,48,True,True,True,5-9
True,9,25,True,True,True,5-9
True,6,21,True,True,True,5-9
False,5,48,True,True,True,5-9
False,6,24,True,True,True,5-9
False,9,34,True,True,True,5-9
False,7,23,True,True,True,5-9
True,8,31,True,True,True,5-9
False,6,44,False,True,True,5-9
False,6,28,True,True,True,5-9
True,5,20,True,True,True,5-9
True,6,28,True,True,True,5-9
False,5,26,True,True,True,5-9
True,7,22,True,True,True,5-9
False,7,20,True,True,True,5-9
False,8,22,True,True,True,5-9
False,5,21,True,True,True,5-9
True,7,41,True,True,True,5-9
False,8,29,True,True,True,5-9
False,9,21,True,True,True,5-9
True,6,29,True,False,True,5-9
False,9,25,True,True,True,5-9
False,8,41,True,True,True,5-9
False,9,21,True,True,True,5-9
True,8,24,True,False,False,5-9
True,9,21,True,True,True,5-9
False,9,21,True,True,True,5-9
False,6,26,False,True,True,5-9
False,6,25,True,True,True,5-9
False,5,24,True,True,True,5-9
True,9,21,True,False,False,5-9
False,6,20,True,True,True,5-9
False,7,21,True,True,True,5-9
True,5,23,True,True,True,5-9
False,8,24,True,True,True,5-9
False,7,24,True,True,True,5-9
False,9,22,False,True,True,5-9
True,7,28,True,True,True,5-9
True,8,44,True,False,False,5-9
True,7,36,True,False,True,5-9
True,5,21,True,True,True,5-9
True,5,45,True,False,False,5-9
False,5,29,True,True,True,5-9
False,7,35,True,True,True,5-9
False,9,29,True,True,True,5-9
True,6,28,True,True,True,5-9
True,8,45,True,True,True,5-9
False,8,34,True,True,True,5-9
False,7,30,True,True,True,5-9
True,6,25,True,False,True,5-9
False,6,24,True,True,True,5-9
True,7,47,True,True,True,5-9
True,9,23,True,True,True,5-9
True,7,31,True,True,True,5-9
False,5,29,True,True,True,5-9
True,7,39,True,True,True,5-9
False,5,23,True,True,True,5-9
False,8,39,False,True,True,5-9
False,9,47,True,True,True,5-9
False,9,28,True,True,True,5-9
False,7,47,True,True,True,5-9
True,5,49,True,True,True,5-9
False,7,47,True,True,True,5-9
True,6,21,True,True,True,5-9
True,7,21,True,False,True,5-9
True,7,29,True,False,True,5-9
False,6,37,True,True,True,5-9
False,8,20,True,True,True,5-9
False,7,31,True,True,True,5-9
True,6,41,True,False,True,5-9
False,5,28,True,True,True,5-9
True,8,47,True,True,True,5-9
False,8,20,True,True,True,5-9
False,5,27,True,True,True,5-9
False,9,20,True,True,True,5-9
False,6,38,True,True,True,5-9
True,5,41,True,False,True,5-9
True,6,21,True,True,True,5-9
True,9,28,True,True,True,5-9
False,5,20,True,True,True,5-9
True,9,34,True,False,True,5-9
True,7,23,True,False,True,5-9
True,7,47,True,True,True,5-9
True,6,35,True,True,True,5-9
True,9,48,True,True,True,5-9
True,8,21,True,False,False,5-9
True,5,49,True,True,True,5-9
True,6,25,True,True,True,5-9
True,8,21,True,True,True,5-9
True,8,28,True,True,True,5-9
True,6,23,True,True,True,5-9
True,39,45,True,True,True,>=10
True,10,22,True,True,True,>=10
True,25,39,True,True,True,>=10
True,12,26,True,True,True,>=10
True,22,32,True,True,True,>=10
True,19,35,True,True,True,>=10
False,20,29,True,True,True,>=10
True,18,47,True,True,True,>=10
True,16,26,True,True,True,>=10
True,31,42,True,False,True,>=10
False,21,38,True,True,True,>=10
True,33,46,True,False,False,>=10
False,19,25,False,True,True,>=10
False,15,25,True,True,True,>=10
True,21,34,True,True,True,>=10
True,34,38,True,False,True,>=10
False,22,31,True,True,True,>=10
False,21,49,True,True,True,>=10
False,15,45,True,True,True,>=10
False,36,46,True,True,True,>=10
True,14,47,True,True,True,>=10
False,25,41,True,True,True,>=10
False,15,24,True,True,True,>=10
True,14,22,True,True,True,>=10
False,16,28,True,True,True,>=10
True,14,23,True,True,True,>=10
False,30,38,True,True,True,>=10
True,12,20,True,True,True,>=10
False,19,43,True,True,True,>=10
True,24,49,True,True,True,>=10
True,36,49,True,True,True,>=10
True,13,32,True,True,True,>=10
True,13,21,True,False,False,>=10
False,15,48,True,True,True,>=10
False,10,20,True,True,True,>=10
False,31,42,True,True,True,>=10
False,18,44,False,True,True,>=10
False,20,40,True,True,True,>=10
False,26,42,True,True,True,>=10
True,20,37,True,True,True,>=10
True,15,31,True,False,True,>=10
False,28,48,True,True,True,>=10
True,19,38,True,True,True,>=10
False,23,48,False,True,True,>=10
True,29,36,True,False,False,>=10
False,12,48,False,True,True,>=10
False,21,33,False,True,True,>=10
True,17,36,True,True,True,>=10
False,25,37,True,True,True,>=10
False,27,45,True,True,True,>=10
True,33,47,True,True,True,>=10
True,17,37,True,False,True,>=10
True,27,43,True,True,True,>=10
True,11,31,True,True,True,>=10
False,12,44,True,True,True,>=10
False,31,41,False,True,True,>=10
True,14,42,True,True,True,>=10
True,16,49,True,False,False,>=10
False,33,43,True,True,True,>=10
True,17,49,True,True,True,>=10
False,30,34,True,True,True,>=10
True,14,22,True,False,False,>=10
False,15,33,True,True,True,>=10
False,15,27,True,True,True,>=10
True,25,38,True,True,True,>=10
True,10,32,True,True,True,>=10
True,18,40,True,True,True,>=10
False,12,45,True,True,True,>=10
False,41,46,True,True,True,>=10
True,28,36,True,True,True,>=10
False,13,20,True,True,True,>=10
True,37,49,True,True,True,>=10
True,10,21,True,True,True,>=10
True,18,34,True,True,True,>=10
True,22,33,True,True,True,>=10
True,18,36,True,True,True,>=10
False,29,43,True,True,True,>=10
False,20,46,True,True,True,>=10
True,17,32,True,True,True,>=10
True,29,43,True,True,True,>=10
False,29,36,True,True,True,>=10
True,22,23,True,True,True,>=10
True,36,41,True,True,True,>=10
False,15,25,True,True,True,>=10
False,21,40,True,True,True,>=10
True,40,44,True,True,True,>=10
False,15,38,True,True,True,>=10
False,10,42,True,True,True,>=10
False,20,23,True,True,True,>=10
True,14,43,True,True,True,>=10
True,22,39,True,True,True,>=10
False,15,24,True,True,True,>=10
False,21,23,True,True,True,>=10
False,10,24,False,True,True,>=10
False,34,42,True,True,True,>=10
True,13,34,True,True,True,>=10
False,23,37,False,True,True,>=10
True,14,26,True,True,True,>=10
False,13,25,True,True,True,>=10
True,22,36,True,True,True,>=10
True,15,28,True,True,True,>=10
False,17,41,True,True,True,>=10
True,23,46,True,True,True,>=10
True,15,24,True,True,True,>=10
True,23,34,True,True,True,>=10
True,18,36,True,True,True,>=10
True,15,41,True,True,True,>=10
False,12,26,True,True,True,>=10
True,11,30,True,True,True,>=10
False,12,20,True,True,True,>=10
False,41,48,True,True,True,>=10
False,13,31,True,True,True,>=10
True,16,38,True,True,True,>=10
True,17,23,True,True,True,>=10
True,34,39,True,True,True,>=10
False,16,40,True,True,True,>=10
False,16,28,True,True,True,>=10
True,19,31,True,True,True,>=10
False,15,43,True,True,True,>=10
False,18,44,True,True,True,>=10
True,13,29,True,False,True,>=10
True,21,46,True,True,True,>=10
True,43,48,True,True,True,>=10
False,17,22,True,True,True,>=10
False,11,47,True,True,True,>=10
False,12,24,True,True,True,>=10
True,21,37,True,True,True,>=10
False,18,28,True,True,True,>=10
False,24,34,False,True,True,>=10
False,18,26,True,True,True,>=10
False,10,32,True,True,True,>=10
True,33,36,True,True,True,>=10
False,28,36,False,True,True,>=10
False,46,48,False,True,True,>=10
False,14,42,True,True,True,>=10
False,24,49,True,True,True,>=10
False,23,26,True,True,True,>=10
False,19,42,False,True,True,>=10
True,12,29,True,False,True,>=10
True,27,38,True,True,True,>=10
False,14,29,True,True,True,>=10
False,14,33,True,True,True,>=10
False,31,47,True,True,True,>=10
True,24,26,True,True,True,>=10
False,34,40,True,True,True,>=10
False,17,48,True,True,True,>=10
True,20,40,True,True,True,>=10
True,19,30,True,False,True,>=10
False,16,43,False,True,True,>=10
False,29,34,True,True,True,>=10
True,11,41,True,True,True,>=10
False,13,46,True,True,True,>=10
False,17,46,True,True,True,>=10
False,24,36,True,True,True,>=10
True,12,34,True,True,True,>=10
False,20,41,True,True,True,>=10
False,27,37,True,True,True,>=10
False,25,39,True,True,True,>=10
True,17,29,True,True,True,>=10
False,40,45,True,True,True,>=10
False,35,42,True,True,True,>=10
False,21,23,True,True,True,>=10
False,21,26,False,True,True,>=10
False,25,35,True,True,True,>=10
True,21,39,True,True,True,>=10
False,14,45,False,True,True,>=10
False,39,45,True,True,True,>=10
True,17,20,True,True,True,>=10
False,13,39,False,True,True,>=10
False,36,40,True,True,True,>=10
True,35,39,True,False,False,>=10
True,36,40,True,True,True,>=10
False,18,48,False,True,True,>=10
True,25,33,True,False,True,>=10
True,29,45,True,True,True,>=10
True,21,32,True,True,True,>=10
False,11,28,True,True,True,>=10
True,30,39,True,True,True,>=10
False,11,23,True,True,True,>=10
False,11,36,True,True,True,>=10
False,14,30,True,True,True,>=10
True,24,46,True,True,True,>=10
False,19,41,True,True,True,>=10
False,13,32,True,True,True,>=10
True,23,47,True,False,False,>=10
False,14,23,True,True,True,>=10
False,24,43,True,True,True,>=10
False,10,35,True,True,True,>=10
True,17,25,True,True,True,>=10
False,12,35,True,True,True,>=10
False,37,48,False,True,True,>=10
True,18,21,True,True,True,>=10
False,21,41,True,True,True,>=10
False,32,45,True,True,True,>=10
True,35,43,True,True,True,>=10
True,17,29,True,True,True,>=10
False,25,48,False,True,True,>=10
False,18,25,False,True,True,>=10
False,31,40,True,True,True,>=10
True,31,39,True,True,True,>=10
True,36,47,True,True,True,>=10
True,18,30,True,True,True,>=10
False,20,41,True,True,True,>=10
False,25,27,True,True,True,>=10
True,38,42,True,True,True,>=10
False,15,26,True,True,True,>=10
False,29,46,False,True,True,>=10
False,30,44,True,True,True,>=10
False,24,44,True,True,True,>=10
False,16,42,False,True,True,>=10
False,40,42,True,True,True,>=10
False,23,48,True,True,True,>=10
False,12,32,True,True,True,>=10
True,27,30,True,True,True,>=10
True,23,36,True,False,True,>=10
True,13,29,True,True,True,>=10
False,13,32,True,True,True,>=10
False,26,44,True,True,True,>=10
False,27,37,True,True,True,>=10
False,13,24,True,True,True,>=10
True,15,32,True,True,True,>=10
False,17,39,True,True,True,>=10
False,29,48,True,True,True,>=10
True,38,49,True,True,True,>=10
True,21,25,True,True,True,>=10
True,23,34,True,False,True,>=10
False,30,38,True,True,True,>=10
True,11,23,True,True,True,>=10
True,21,25,True,True,True,>=10
False,14,26,True,True,True,>=10
True,26,33,True,True,True,>=10
True,32,43,True,True,True,>=10
True,17,24,True,True,True,>=10
False,17,45,True,True,True,>=10
True,18,32,True,True,True,>=10
True,24,39,True,True,True,>=10
False,34,45,True,True,True,>=10
True,13,34,True,True,True,>=10
True,17,27,True,True,True,>=10
False,24,26,True,True,True,>=10
True,15,20,True,False,True,>=10
False,25,30,False,True,True,>=10
True,16,29,True,True,True,>=10
True,28,39,True,True,True,>=10
True,27,35,True,False,True,>=10
False,30,41,True,True,True,>=10
False,12,28,True,True,True,>=10
True,18,37,True,True,True,>=10
False,17,40,True,True,True,>=10
True,15,25,True,True,True,>=10
False,15,36,True,True,True,>=10
False,13,31,True,True,True,>=10
False,10,24,True,True,True,>=10
False,10,30,True,True,True,>=10
False,35,46,True,True,True,>=10
True,10,42,True,False,False,>=10
True,35,45,True,True,True,>=10
True,15,35,True,True,True,>=10
False,19,45,True,True,True,>=10
True,17,35,True,True,True,>=10
True,27,49,True,False,True,>=10
True,35,40,True,False,False,>=10
True,46,47,True,True,True,>=10
True,23,47,True,True,True,>=10
True,15,40,True,True,True,>=10
True,16,25,True,True,True,>=10
True,10,36,True,True,True,>=10
True,17,32,True,True,True,>=10
True,36,39,True,True,True,>=10
True,31,40,True,True,True,>=10
True,20,28,True,False,True,>=10
True,17,46,True,False,False,>=10
True,19,27,True,True,True,>=10
True,11,20,True,True,True,>=10
True,19,28,True,True,True,>=10
True,23,38,True,True,True,>=10
True,12,31,True,True,True,>=10
True,36,48,True,False,True,>=10
True,20,28,True,True,True,>=10
True,16,31,True,False,False,>=10
